id,age,gender,education_level,income_bracket,urbanicity,country,trust_vaccine,concern_side_effects,ad_group,recall_ad,post_trust_vaccine,post_concern_side_effects,vaccine_uptake,vaccine_uptake_status
4075,34,Female,Master's,100k+,Suburban,UK,3,2,Reason,Yes,3,4,Yes,1
4076,20,Female,Doctorate,100k+,Urban,USA,4,3,Reason,No,4,4,Yes,1
4077,38,Female,Bachelor's,60k–100k,Urban,UK,3,3,Control,No,2,2,No,0
4078,19,Non-binary,Bachelor's,<30k,Suburban,Nigeria,4,2,Emotion,No,3,4,Yes,1
4079,54,Female,Master's,30k–60k,Urban,USA,2,4,Reason,Yes,5,4,No,0
4080,24,Male,Bachelor's,60k–100k,Urban,Brazil,2,3,Reason,Yes,4,3,No,0
4081,36,Female,Doctorate,<30k,Urban,Brazil,2,2,Reason,No,1,4,Yes,1
4082,28,Male,High school,<30k,Urban,USA,1,3,Emotion,Yes,3,1,Yes,1
4083,30,Male,Master's,<30k,Suburban,USA,2,1,Emotion,No,3,3,Yes,1
4084,54,Female,High school,100k+,Urban,Brazil,5,1,Reason,No,3,2,No,0
4086,33,Male,Master's,60k–100k,Urban,India,4,4,Control,No,1,5,Yes,1
4087,27,Female,High school,<30k,Rural,UK,3,2,Emotion,Yes,2,2,Yes,1
4088,48,Female,Bachelor's,100k+,Urban,India,4,5,Reason,No,4,2,Yes,1
4089,27,Male,Master's,60k–100k,Rural,India,4,4,Emotion,Yes,1,5,Yes,1
4091,36,Male,High school,60k–100k,Suburban,India,3,3,Emotion,No,4,3,No,0
4092,19,Female,Bachelor's,<30k,Urban,India,2,3,Control,No,5,3,No,0
4093,27,Female,Bachelor's,<30k,Urban,USA,2,2,Control,No,5,4,Yes,1
4094,34,Female,High school,100k+,Urban,Brazil,1,5,Control,No,1,1,No,0
4095,43,Male,High school,<30k,Urban,India,1,4,Emotion,Yes,3,4,Yes,1
4096,77,Male,Bachelor's,<30k,Rural,Other,1,4,Reason,No,4,1,Yes,1
4097,26,Male,Bachelor's,<30k,Suburban,Canada,3,2,Emotion,Yes,4,2,Yes,1
4098,57,Male,High school,<30k,Urban,Brazil,4,1,Control,No,1,5,Yes,1
4099,57,Female,Doctorate,<30k,Urban,India,4,5,Reason,No,5,2,Yes,1
4101,19,Male,Master's,<30k,Suburban,Nigeria,3,1,Reason,No,3,2,Yes,1
4102,59,Male,Bachelor's,100k+,Suburban,Brazil,2,3,Reason,Yes,4,5,Yes,1
4104,26,Male,Bachelor's,30k–60k,Rural,India,2,2,Control,No,3,1,No,0
4105,20,Male,High school,<30k,Suburban,India,1,3,Control,No,3,5,Yes,1
4106,20,Male,High school,<30k,Rural,India,5,5,Reason,Yes,4,3,Yes,1
4107,22,Male,Master's,60k–100k,Urban,Brazil,3,5,Reason,No,2,5,Yes,1
4108,47,Female,Bachelor's,100k+,Rural,USA,4,4,Control,No,2,3,No,0
4110,21,Female,Master's,<30k,Rural,Brazil,5,2,Control,No,1,2,Yes,1
4111,22,Female,Bachelor's,100k+,Urban,India,5,2,Reason,No,2,5,No,0
4112,30,Male,Doctorate,60k–100k,Rural,India,2,4,Control,No,3,5,No,0
4113,33,Female,High school,<30k,Suburban,USA,2,2,Control,No,2,3,No,0
4114,28,Male,Bachelor's,<30k,Suburban,Canada,2,2,Control,No,4,5,Yes,1
4115,18,Female,Master's,<30k,Urban,India,3,2,Reason,Yes,2,3,No,0
4116,26,Female,High school,30k–60k,Urban,India,1,2,Emotion,Yes,4,5,Yes,1
4117,23,Male,High school,100k+,Rural,Brazil,4,3,Control,No,4,2,Yes,1
4118,33,Female,Bachelor's,60k–100k,Rural,Canada,4,3,Control,No,3,4,Yes,1
4119,50,Male,Master's,60k–100k,Urban,Brazil,3,3,Reason,No,1,1,No,0
4120,19,Female,Bachelor's,<30k,Suburban,India,4,2,Reason,No,5,4,Yes,1
4121,59,Male,Bachelor's,100k+,Urban,UK,1,2,Emotion,Yes,4,5,Yes,1
4122,34,Male,High school,<30k,Urban,USA,2,2,Control,No,5,2,No,0
4123,53,Female,Master's,100k+,Urban,India,4,5,Reason,Yes,4,2,No,0
4124,64,Male,High school,30k–60k,Rural,India,1,2,Emotion,Yes,2,4,No,0
4125,48,Male,High school,100k+,Urban,India,5,3,Control,No,3,4,No,0
4128,66,Female,Bachelor's,60k–100k,Urban,UK,5,4,Control,No,2,2,No,0
4129,23,Male,Bachelor's,60k–100k,Urban,USA,4,3,Emotion,Yes,1,4,Yes,1
4130,26,Male,Bachelor's,60k–100k,Urban,USA,5,2,Emotion,No,3,3,Yes,1
4131,34,Male,Master's,100k+,Suburban,Nigeria,5,5,Reason,No,2,5,Yes,1
4132,78,Male,Doctorate,<30k,Suburban,USA,3,3,Reason,No,3,3,Yes,1
4133,41,Female,Bachelor's,100k+,Suburban,Brazil,1,2,Control,No,3,4,No,0
4135,24,Male,High school,<30k,Urban,India,2,2,Reason,Yes,3,5,Yes,1
4136,33,Female,Bachelor's,<30k,Urban,India,5,4,Reason,No,2,4,No,0
4137,73,Female,Bachelor's,100k+,Suburban,USA,4,5,Reason,Yes,2,3,Yes,1
4138,61,Male,Master's,100k+,Suburban,Brazil,3,4,Reason,No,2,4,No,0
4139,30,Male,High school,30k–60k,Urban,Other,4,1,Reason,No,2,3,Yes,1
4141,27,Male,Master's,30k–60k,Urban,USA,1,1,Reason,No,3,4,Yes,1
4142,31,Male,High school,30k–60k,Suburban,USA,5,2,Control,No,1,2,Yes,1
4143,77,Female,Master's,<30k,Urban,India,3,1,Reason,No,5,5,Yes,1
4144,20,Female,Bachelor's,100k+,Rural,UK,2,4,Reason,Yes,3,5,Yes,1
4145,29,Non-binary,Master's,<30k,Urban,India,4,4,Control,No,5,5,No,0
4146,24,Female,Bachelor's,100k+,Urban,USA,1,2,Emotion,Yes,3,3,Yes,1
4147,18,Non-binary,Master's,60k–100k,Urban,India,4,3,Control,No,2,3,No,0
4148,31,Female,Master's,100k+,Urban,Brazil,2,2,Emotion,No,5,2,No,0
4149,76,Male,Bachelor's,30k–60k,Suburban,India,4,5,Control,No,3,5,Yes,1
4150,44,Female,Master's,100k+,Urban,USA,5,4,Emotion,Yes,5,3,Yes,1
4151,64,Female,High school,100k+,Urban,India,4,2,Control,No,4,4,Yes,1
4152,27,Male,Bachelor's,<30k,Rural,USA,4,3,Control,No,1,1,No,0
4153,30,Female,High school,100k+,Rural,Brazil,2,2,Control,No,3,1,Yes,1
4154,44,Female,High school,<30k,Urban,USA,2,2,Reason,No,1,2,Yes,1
4155,21,Male,High school,<30k,Suburban,UK,1,3,Control,No,3,1,Yes,1
4156,22,Male,Bachelor's,100k+,Suburban,UK,2,4,Emotion,No,2,1,Yes,1
4157,22,Male,High school,60k–100k,Urban,India,1,4,Reason,No,1,5,No,0
4158,43,Male,High school,30k–60k,Suburban,Canada,5,1,Emotion,No,5,2,Yes,1
4160,30,Female,High school,100k+,Suburban,Nigeria,1,3,Reason,Yes,4,1,No,0
4161,27,Male,Bachelor's,60k–100k,Urban,USA,5,2,Control,No,5,4,Yes,1
4162,41,Male,Bachelor's,30k–60k,Urban,USA,1,4,Emotion,No,2,4,No,0
4163,41,Non-binary,High school,100k+,Rural,India,3,3,Reason,No,2,2,Yes,1
4164,42,Male,High school,60k–100k,Urban,India,2,2,Reason,Yes,5,2,Yes,1
4167,19,Female,High school,<30k,Suburban,Other,2,5,Emotion,Yes,2,4,Yes,1
4168,28,Female,Master's,<30k,Urban,UK,5,1,Emotion,No,3,1,Yes,1
4169,22,Male,Master's,100k+,Suburban,Brazil,3,2,Control,No,4,5,No,0
4170,23,Male,High school,30k–60k,Urban,USA,5,2,Reason,Yes,1,5,Yes,1
4171,33,Male,High school,<30k,Urban,Brazil,5,3,Control,No,5,4,No,0
4172,32,Male,Master's,60k–100k,Urban,Brazil,3,2,Control,No,1,3,Yes,1
4173,28,Female,Bachelor's,<30k,Urban,USA,2,2,Emotion,Yes,1,5,No,0
4174,53,Male,High school,<30k,Urban,USA,1,2,Reason,Yes,2,4,Yes,1
4175,18,Male,Bachelor's,30k–60k,Suburban,Nigeria,1,4,Reason,No,1,5,Yes,1
4176,25,Female,High school,60k–100k,Urban,Nigeria,1,2,Reason,Yes,4,4,Yes,1
4177,49,Female,Master's,<30k,Suburban,USA,3,2,Control,No,5,1,No,0
4178,27,Female,High school,100k+,Urban,USA,3,3,Control,No,5,5,Yes,1
4179,48,Female,Master's,60k–100k,Urban,Nigeria,3,3,Reason,Yes,3,5,Yes,1
4180,40,Male,Master's,<30k,Rural,USA,4,2,Reason,Yes,3,2,Yes,1
4181,28,Male,High school,30k–60k,Urban,India,3,2,Emotion,No,1,3,Yes,1
4182,48,Male,High school,<30k,Urban,UK,5,4,Reason,Yes,3,3,Yes,1
4183,64,Male,Bachelor's,<30k,Urban,India,2,4,Control,No,5,2,Yes,1
4184,27,Female,High school,60k–100k,Rural,Other,3,5,Control,No,4,3,Yes,1
4185,60,Male,High school,100k+,Suburban,Other,4,4,Reason,Yes,5,5,Yes,1
4186,75,Male,Master's,<30k,Suburban,Other,4,4,Control,No,4,2,No,0
4187,25,Male,High school,<30k,Rural,Other,2,2,Control,No,1,4,No,0
4188,28,Female,Master's,100k+,Urban,Brazil,2,2,Emotion,No,1,2,Yes,1
4189,38,Female,Master's,100k+,Suburban,India,1,1,Reason,No,2,2,Yes,1
4190,28,Female,Bachelor's,60k–100k,Urban,USA,3,3,Emotion,Yes,3,3,Yes,1
4191,39,Male,High school,60k–100k,Suburban,India,3,4,Control,No,1,4,No,0
4192,35,Female,Bachelor's,30k–60k,Suburban,India,3,2,Emotion,Yes,1,5,No,0
4195,52,Female,Bachelor's,100k+,Suburban,Nigeria,3,3,Reason,Yes,5,4,No,0
4196,21,Female,High school,30k–60k,Urban,Nigeria,3,1,Emotion,Yes,1,1,No,0
4197,59,Female,Bachelor's,100k+,Suburban,Other,3,3,Emotion,Yes,4,2,No,0
4198,34,Female,Bachelor's,<30k,Rural,USA,3,3,Control,No,1,5,No,0
4200,41,Female,High school,30k–60k,Urban,Nigeria,5,5,Reason,Yes,4,5,Yes,1
4201,45,Female,Master's,100k+,Rural,Brazil,2,4,Control,No,2,3,No,0
4202,68,Male,Bachelor's,60k–100k,Suburban,Nigeria,4,3,Emotion,Yes,4,2,Yes,1
4203,69,Male,Bachelor's,<30k,Rural,USA,4,4,Control,No,1,4,No,0
4204,24,Male,Bachelor's,30k–60k,Urban,Nigeria,1,4,Control,No,3,3,No,0
4205,48,Female,High school,60k–100k,Urban,India,4,5,Control,No,2,2,Yes,1
4206,48,Male,High school,<30k,Suburban,Nigeria,4,5,Emotion,Yes,5,3,Yes,1
4207,53,Male,High school,60k–100k,Suburban,Brazil,3,3,Emotion,Yes,4,3,Yes,1
4208,33,Male,Master's,100k+,Rural,USA,3,4,Reason,No,5,2,Yes,1
4211,25,Male,Bachelor's,60k–100k,Suburban,UK,3,1,Control,No,5,5,Yes,1
4213,51,Female,High school,30k–60k,Suburban,India,1,1,Control,No,3,5,No,0
4214,48,Male,Bachelor's,30k–60k,Suburban,Nigeria,3,3,Emotion,Yes,1,1,No,0
4215,75,Male,Master's,30k–60k,Suburban,India,3,4,Reason,Yes,5,4,Yes,1
4216,31,Female,High school,<30k,Suburban,Nigeria,3,5,Emotion,Yes,2,3,Yes,1
4217,33,Male,Doctorate,60k–100k,Suburban,India,1,3,Reason,No,2,4,Yes,1
4218,50,Male,Bachelor's,100k+,Urban,UK,2,2,Reason,Yes,4,2,No,0
4220,39,Male,Bachelor's,30k–60k,Suburban,Canada,3,3,Emotion,No,4,2,Yes,1
4221,31,Male,Bachelor's,30k–60k,Urban,USA,4,2,Emotion,No,2,3,Yes,1
4222,63,Male,Master's,<30k,Suburban,USA,4,2,Reason,No,1,3,No,0
4223,46,Male,High school,60k–100k,Urban,Canada,5,4,Control,No,1,5,No,0
4224,28,Male,High school,100k+,Suburban,India,3,3,Reason,No,2,4,Yes,1
4226,25,Male,Master's,30k–60k,Suburban,India,4,4,Reason,No,3,4,No,0
4227,36,Male,Bachelor's,<30k,Urban,India,1,4,Reason,No,3,5,Yes,1
4228,49,Male,Master's,30k–60k,Urban,India,3,5,Reason,Yes,1,2,No,0
4229,57,Female,Bachelor's,100k+,Rural,Nigeria,4,3,Control,No,2,1,Yes,1
4230,45,Male,Master's,60k–100k,Suburban,Brazil,3,2,Emotion,No,2,3,Yes,1
4231,33,Male,High school,60k–100k,Urban,India,1,4,Reason,No,1,4,Yes,1
4232,21,Non-binary,High school,30k–60k,Suburban,India,5,1,Control,No,5,2,No,0
4233,25,Non-binary,Bachelor's,<30k,Urban,UK,2,1,Reason,No,4,1,Yes,1
4234,26,Female,High school,<30k,Urban,UK,2,3,Emotion,No,2,1,Yes,1
4235,45,Female,High school,60k–100k,Urban,Brazil,1,2,Reason,Yes,4,1,No,0
4236,43,Male,Bachelor's,60k–100k,Suburban,India,1,4,Control,No,5,3,No,0
4237,23,Female,Bachelor's,60k–100k,Rural,India,2,1,Control,No,5,5,No,0
4238,19,Non-binary,High school,100k+,Rural,Brazil,4,3,Emotion,Yes,2,1,Yes,1
4239,23,Female,Master's,30k–60k,Urban,Canada,2,3,Emotion,No,1,5,Yes,1
4240,40,Female,Bachelor's,100k+,Urban,USA,4,2,Emotion,No,1,3,Yes,1
4241,21,Female,Bachelor's,<30k,Suburban,USA,4,4,Emotion,No,4,4,Yes,1
4242,20,Non-binary,Master's,<30k,Urban,Other,3,2,Control,No,5,2,No,0
4243,34,Male,Bachelor's,<30k,Suburban,Nigeria,2,2,Control,No,1,2,Yes,1
4244,56,Female,Bachelor's,30k–60k,Suburban,USA,5,4,Control,No,4,2,Yes,1
4245,45,Female,Bachelor's,<30k,Urban,USA,4,3,Reason,Yes,2,2,Yes,1
4246,20,Male,High school,<30k,Suburban,USA,4,4,Reason,No,4,1,Yes,1
4247,52,Male,Bachelor's,<30k,Urban,Brazil,5,4,Control,No,3,2,Yes,1
4248,30,Male,High school,<30k,Suburban,Nigeria,2,4,Control,No,5,2,No,0
4249,21,Female,Bachelor's,60k–100k,Rural,Brazil,5,3,Control,No,1,3,No,0
4250,35,Male,Master's,30k–60k,Urban,India,1,1,Emotion,Yes,3,3,Yes,1
4252,41,Male,Bachelor's,100k+,Suburban,India,1,4,Emotion,No,4,4,No,0
4253,28,Male,High school,30k–60k,Urban,Canada,4,1,Reason,No,5,4,Yes,1
4254,63,Male,Master's,60k–100k,Urban,Other,2,4,Emotion,No,5,3,Yes,1
4255,57,Male,Bachelor's,<30k,Urban,UK,5,1,Emotion,No,3,2,Yes,1
4256,28,Male,Master's,30k–60k,Urban,USA,4,3,Reason,No,2,5,Yes,1
4257,42,Male,Master's,<30k,Urban,Nigeria,4,5,Emotion,Yes,3,2,Yes,1
4258,64,Male,Bachelor's,30k–60k,Urban,Other,4,3,Control,No,5,3,Yes,1
4259,32,Male,Master's,60k–100k,Rural,USA,4,2,Emotion,Yes,3,1,Yes,1
4260,45,Female,Bachelor's,60k–100k,Rural,Nigeria,5,4,Control,No,2,5,Yes,1
4261,46,Female,Master's,60k–100k,Rural,Brazil,2,5,Reason,Yes,3,1,Yes,1
4262,63,Male,High school,30k–60k,Urban,India,2,4,Emotion,No,3,2,Yes,1
4263,61,Female,Bachelor's,60k–100k,Urban,India,5,1,Emotion,Yes,4,2,Yes,1
4264,35,Male,Master's,60k–100k,Suburban,Nigeria,1,2,Reason,Yes,4,5,No,0
4265,46,Female,Doctorate,<30k,Urban,Other,3,2,Control,No,4,3,No,0
4267,21,Male,Bachelor's,60k–100k,Suburban,India,4,4,Control,No,3,4,No,0
4268,21,Female,High school,60k–100k,Urban,USA,4,1,Reason,No,3,3,Yes,1
4269,51,Female,High school,30k–60k,Rural,India,2,2,Control,No,1,4,No,0
4270,23,Female,Master's,<30k,Rural,Brazil,4,5,Control,No,4,4,Yes,1
4271,23,Female,Master's,30k–60k,Urban,UK,4,5,Reason,No,1,2,No,0
4272,50,Male,Bachelor's,30k–60k,Suburban,Nigeria,4,4,Reason,Yes,1,1,Yes,1
4273,27,Male,High school,60k–100k,Urban,USA,2,3,Emotion,Yes,5,2,No,0
4274,29,Male,Bachelor's,30k–60k,Urban,Brazil,2,4,Control,No,5,3,No,0
4275,26,Male,High school,<30k,Suburban,Canada,3,5,Control,No,5,2,Yes,1
4277,23,Female,Bachelor's,60k–100k,Suburban,USA,3,5,Reason,No,2,5,Yes,1
4278,51,Female,Bachelor's,<30k,Urban,USA,3,5,Reason,No,4,3,Yes,1
4279,31,Female,Bachelor's,<30k,Suburban,USA,3,4,Emotion,Yes,2,5,Yes,1
4280,20,Female,Bachelor's,<30k,Suburban,Canada,3,1,Reason,Yes,5,4,No,0
4281,21,Female,Bachelor's,30k–60k,Rural,Nigeria,2,3,Emotion,No,5,1,Yes,1
4282,31,Male,Bachelor's,<30k,Suburban,India,3,1,Control,No,2,4,Yes,1
4283,50,Female,High school,<30k,Urban,India,3,3,Emotion,No,2,1,Yes,1
4284,70,Male,High school,100k+,Suburban,India,2,5,Emotion,Yes,5,4,Yes,1
4285,60,Male,Doctorate,30k–60k,Suburban,India,2,2,Reason,No,4,1,Yes,1
4286,32,Female,Bachelor's,<30k,Urban,Brazil,1,3,Reason,Yes,4,1,No,0
4287,28,Male,Bachelor's,<30k,Urban,India,1,2,Reason,Yes,1,2,No,0
4288,22,Male,Bachelor's,60k–100k,Rural,Brazil,2,2,Control,No,3,4,No,0
4289,38,Male,Master's,60k–100k,Suburban,Brazil,2,2,Reason,No,1,1,No,0
4290,20,Male,High school,<30k,Suburban,Nigeria,1,3,Control,No,2,1,No,0
4291,30,Female,Master's,100k+,Suburban,Brazil,5,4,Emotion,No,4,2,Yes,1
4292,37,Female,Master's,100k+,Urban,Brazil,1,2,Control,No,4,1,No,0
4293,33,Female,Bachelor's,100k+,Rural,India,4,4,Emotion,No,1,5,No,0
4294,19,Female,Master's,60k–100k,Rural,India,4,2,Reason,No,1,3,Yes,1
4295,30,Female,Bachelor's,<30k,Suburban,Nigeria,4,1,Emotion,Yes,5,2,Yes,1
4297,46,Female,Bachelor's,100k+,Rural,Nigeria,4,4,Reason,Yes,3,4,Yes,1
4298,59,Male,Master's,60k–100k,Urban,Brazil,4,2,Emotion,Yes,2,1,Yes,1
4299,62,Female,High school,<30k,Suburban,USA,1,3,Emotion,No,2,3,No,0
4300,50,Male,Bachelor's,100k+,Suburban,Brazil,4,3,Emotion,Yes,2,4,Yes,1
4301,27,Female,Bachelor's,<30k,Urban,Brazil,4,3,Emotion,No,4,1,Yes,1
4302,20,Female,Bachelor's,30k–60k,Suburban,USA,4,5,Control,No,3,3,Yes,1
4303,31,Male,Bachelor's,30k–60k,Rural,UK,2,3,Control,No,4,1,Yes,1
4304,34,Male,Master's,<30k,Urban,India,3,2,Reason,Yes,3,2,Yes,1
4305,42,Female,Master's,<30k,Suburban,India,3,4,Control,No,1,3,Yes,1
4306,30,Male,Bachelor's,<30k,Suburban,Nigeria,5,5,Emotion,No,2,2,Yes,1
4307,26,Female,Master's,60k–100k,Urban,USA,2,2,Emotion,No,5,4,Yes,1
4308,43,Female,Master's,<30k,Rural,USA,5,5,Reason,No,4,5,Yes,1
4309,74,Male,Master's,100k+,Suburban,India,3,4,Emotion,No,4,3,No,0
4310,59,Female,Doctorate,<30k,Urban,India,4,3,Control,No,1,3,No,0
4311,32,Male,Master's,60k–100k,Urban,Nigeria,3,3,Control,No,5,4,Yes,1
4313,65,Female,High school,<30k,Suburban,UK,3,4,Reason,Yes,4,5,No,0
4314,52,Male,Master's,30k–60k,Urban,USA,4,2,Emotion,No,4,5,Yes,1
4315,39,Male,High school,<30k,Rural,USA,3,5,Control,No,3,5,Yes,1
4316,31,Female,High school,<30k,Urban,Nigeria,1,1,Control,No,5,1,No,0
4317,31,Female,High school,<30k,Suburban,Brazil,3,4,Reason,Yes,4,3,Yes,1
4318,28,Female,Bachelor's,30k–60k,Urban,Brazil,1,4,Control,No,3,5,Yes,1
4319,28,Female,Bachelor's,100k+,Rural,Other,5,3,Reason,Yes,4,4,Yes,1
4320,39,Female,Master's,<30k,Suburban,USA,1,4,Reason,No,1,5,No,0
4322,43,Male,Bachelor's,60k–100k,Suburban,Canada,4,2,Emotion,No,1,1,Yes,1
4323,37,Male,Bachelor's,60k–100k,Suburban,Nigeria,1,4,Emotion,Yes,2,1,Yes,1
4324,42,Female,High school,100k+,Suburban,UK,2,5,Control,No,2,2,No,0
4325,41,Female,Bachelor's,100k+,Rural,Brazil,5,2,Reason,Yes,3,3,Yes,1
4326,32,Female,High school,60k–100k,Urban,Nigeria,2,3,Reason,No,2,2,Yes,1
4327,55,Non-binary,High school,30k–60k,Rural,Other,3,5,Reason,Yes,5,2,No,0
4328,42,Female,Bachelor's,<30k,Suburban,Brazil,2,2,Control,No,4,3,No,0
4329,40,Male,High school,<30k,Urban,Brazil,2,2,Control,No,2,5,No,0
4330,39,Female,Bachelor's,60k–100k,Rural,Brazil,1,3,Reason,No,5,3,No,0
4331,71,Female,Master's,<30k,Suburban,USA,5,3,Reason,No,5,4,No,0
4332,33,Female,High school,30k–60k,Urban,UK,3,3,Control,No,2,1,No,0
4333,25,Female,High school,<30k,Urban,Brazil,5,4,Control,No,1,3,No,0
4334,53,Female,Bachelor's,60k–100k,Urban,India,3,3,Emotion,Yes,1,1,No,0
4335,33,Male,Master's,100k+,Suburban,USA,3,5,Reason,No,4,1,Yes,1
4336,68,Female,Bachelor's,<30k,Urban,UK,4,4,Emotion,No,1,2,Yes,1
4337,26,Male,High school,100k+,Urban,Nigeria,3,4,Control,No,2,4,No,0
4338,32,Female,High school,<30k,Urban,India,3,2,Control,No,5,1,Yes,1
4339,57,Male,Bachelor's,100k+,Rural,India,3,3,Control,No,2,5,Yes,1
4340,43,Male,Master's,60k–100k,Rural,Brazil,4,3,Emotion,No,4,3,Yes,1
4341,43,Male,High school,60k–100k,Urban,UK,2,5,Control,No,4,1,No,0
4342,23,Female,Master's,60k–100k,Suburban,USA,3,3,Control,No,5,4,No,0
4343,46,Female,Master's,100k+,Suburban,Brazil,4,5,Control,No,2,1,Yes,1
4344,62,Male,Master's,<30k,Urban,Nigeria,3,3,Control,No,5,5,No,0
4345,50,Female,Bachelor's,<30k,Suburban,Brazil,4,2,Emotion,Yes,4,3,Yes,1
4346,24,Female,Bachelor's,<30k,Urban,USA,4,2,Control,No,5,1,Yes,1
4347,33,Male,High school,60k–100k,Suburban,Brazil,4,3,Emotion,Yes,2,2,No,0
4348,39,Male,High school,<30k,Urban,UK,3,1,Control,No,5,4,No,0
4349,29,Male,Master's,<30k,Suburban,India,5,3,Emotion,Yes,3,3,Yes,1
4350,23,Female,High school,<30k,Urban,Nigeria,2,3,Emotion,Yes,1,3,Yes,1
4351,30,Female,Master's,60k–100k,Urban,Brazil,4,5,Reason,Yes,2,2,Yes,1
4353,51,Male,Master's,60k–100k,Urban,UK,3,2,Emotion,No,4,4,No,0
4354,23,Male,High school,<30k,Urban,Canada,3,5,Reason,Yes,4,5,Yes,1
4355,25,Male,High school,30k–60k,Urban,India,3,3,Reason,No,4,2,No,0
4357,70,Male,Master's,<30k,Rural,India,2,3,Emotion,Yes,2,2,Yes,1
4358,24,Male,Master's,60k–100k,Urban,USA,3,5,Control,No,3,5,Yes,1
4359,41,Female,High school,60k–100k,Urban,Nigeria,4,2,Control,No,3,3,Yes,1
4360,36,Male,Bachelor's,100k+,Suburban,USA,4,2,Control,No,2,3,Yes,1
4361,46,Male,Master's,100k+,Urban,Brazil,3,4,Control,No,2,2,No,0
4362,76,Female,High school,<30k,Urban,USA,3,1,Emotion,No,1,3,Yes,1
4363,46,Female,Bachelor's,100k+,Suburban,India,3,3,Control,No,4,5,Yes,1
4365,39,Female,Bachelor's,<30k,Suburban,USA,2,4,Emotion,No,2,3,Yes,1
4366,23,Male,Bachelor's,60k–100k,Rural,Nigeria,1,3,Reason,Yes,5,4,Yes,1
4368,41,Female,Bachelor's,60k–100k,Suburban,USA,2,2,Emotion,Yes,5,1,No,0
4369,41,Female,Master's,<30k,Urban,USA,2,2,Control,No,2,3,Yes,1
4370,52,Female,Bachelor's,100k+,Urban,Brazil,5,4,Reason,No,4,3,Yes,1
4372,22,Female,Master's,100k+,Suburban,Nigeria,2,2,Control,No,4,5,Yes,1
4374,29,Female,High school,<30k,Rural,Brazil,4,4,Reason,No,4,4,Yes,1
4375,28,Female,Master's,<30k,Urban,India,3,3,Control,No,3,2,No,0
4377,29,Female,Bachelor's,100k+,Rural,UK,2,4,Emotion,Yes,4,3,Yes,1
4378,18,Male,High school,60k–100k,Rural,Nigeria,4,5,Emotion,No,5,3,No,0
4379,30,Female,High school,30k–60k,Urban,Brazil,5,5,Emotion,No,1,2,Yes,1
4380,22,Male,Master's,<30k,Rural,Brazil,1,3,Emotion,No,1,2,Yes,1
4381,32,Male,Doctorate,30k–60k,Urban,Brazil,3,4,Control,No,1,4,Yes,1
4382,18,Female,Master's,<30k,Rural,USA,3,2,Emotion,Yes,4,5,Yes,1
4383,26,Female,High school,30k–60k,Urban,Nigeria,1,2,Emotion,Yes,5,5,Yes,1
4384,25,Female,High school,<30k,Urban,Nigeria,2,4,Reason,Yes,2,4,No,0
4385,37,Female,Master's,<30k,Rural,India,2,5,Reason,No,1,4,Yes,1
4386,76,Male,Bachelor's,100k+,Urban,Brazil,4,4,Reason,No,4,1,Yes,1
4387,31,Male,Bachelor's,<30k,Suburban,USA,4,3,Reason,Yes,1,5,Yes,1
4389,41,Male,High school,100k+,Suburban,Nigeria,3,3,Emotion,Yes,2,1,No,0
4390,32,Female,Bachelor's,60k–100k,Rural,India,4,3,Emotion,No,5,2,Yes,1
4391,28,Female,Master's,<30k,Rural,India,2,4,Emotion,No,1,1,No,0
4392,41,Female,Master's,60k–100k,Suburban,Nigeria,4,4,Reason,No,3,1,No,0
4393,25,Female,Doctorate,<30k,Urban,Canada,3,4,Control,No,3,2,No,0
4394,60,Female,Doctorate,30k–60k,Suburban,India,4,3,Reason,Yes,1,3,Yes,1
4395,40,Male,Bachelor's,<30k,Urban,USA,3,3,Reason,Yes,2,1,Yes,1
4396,23,Female,High school,100k+,Urban,Nigeria,4,1,Control,No,3,5,No,0
4397,26,Male,Bachelor's,30k–60k,Rural,UK,2,2,Emotion,No,2,2,Yes,1
4399,31,Male,Bachelor's,30k–60k,Suburban,USA,3,3,Emotion,Yes,2,5,No,0
4400,22,Male,High school,30k–60k,Urban,Nigeria,1,3,Emotion,Yes,4,3,Yes,1
4402,23,Female,High school,<30k,Urban,Nigeria,5,3,Reason,Yes,2,1,Yes,1
4403,50,Male,High school,<30k,Rural,India,5,3,Emotion,Yes,1,1,Yes,1
4404,21,Female,Master's,60k–100k,Suburban,India,3,3,Reason,Yes,5,5,Yes,1
4405,26,Female,High school,<30k,Suburban,India,2,1,Emotion,Yes,1,5,Yes,1
4406,27,Male,Bachelor's,60k–100k,Suburban,USA,2,4,Emotion,Yes,5,2,Yes,1
4407,29,Female,High school,60k–100k,Urban,UK,2,4,Emotion,No,5,2,Yes,1
4408,27,Male,Master's,<30k,Rural,Nigeria,2,5,Emotion,Yes,3,4,Yes,1
4409,26,Female,Master's,<30k,Urban,UK,3,3,Emotion,Yes,1,5,No,0
4410,75,Female,Master's,30k–60k,Urban,Nigeria,4,1,Control,No,2,3,No,0
4411,18,Female,High school,60k–100k,Suburban,Nigeria,4,5,Emotion,No,1,4,No,0
4412,39,Female,Master's,30k–60k,Urban,USA,3,2,Control,No,2,3,No,0
4413,42,Non-binary,Master's,100k+,Urban,USA,3,3,Control,No,5,2,No,0
4414,23,Female,Bachelor's,30k–60k,Urban,USA,2,5,Control,No,1,4,Yes,1
