id,age,gender,education_level,income_bracket,urbanicity,country,trust_vaccine,concern_side_effects
4021,42,Female,High school,<30k,Urban,USA,5,4
4022,32,Male,Bachelor's,100k+,Urban,USA,2,2
4023,38,Male,Bachelor's,<30k,Urban,USA,3,1
4024,52,Female,Master's,60k–100k,Rural,Nigeria,1,2
4025,21,Male,Doctorate,60k–100k,Urban,USA,1,4
4026,37,Female,Bachelor's,<30k,Urban,Canada,3,1
4027,43,Male,Bachelor's,60k–100k,Rural,USA,1,5
4028,50,Female,Master's,<30k,Urban,Brazil,4,1
4029,48,Male,High school,30k–60k,Suburban,USA,2,2
4030,31,Female,High school,<30k,Urban,Nigeria,5,4
4031,19,Female,High school,100k+,Suburban,UK,2,1
4032,28,Female,Bachelor's,30k–60k,Suburban,Nigeria,2,4
4033,36,Male,Bachelor's,100k+,Urban,Brazil,3,3
4034,19,Female,High school,100k+,Urban,Brazil,2,3
4035,38,Non-binary,Bachelor's,100k+,Urban,Canada,4,3
4036,60,Female,Bachelor's,30k–60k,Suburban,Other,4,2
4037,29,Female,Bachelor's,<30k,Urban,USA,3,1
4038,30,Female,Master's,30k–60k,Suburban,India,3,4
4039,21,Male,High school,<30k,Urban,Brazil,3,4
4040,33,Female,Master's,60k–100k,Rural,Brazil,4,4
4041,38,Male,High school,30k–60k,Urban,Nigeria,4,3
4042,77,Male,Bachelor's,30k–60k,Urban,India,5,3
4043,47,Male,High school,60k–100k,Urban,USA,4,5
4044,27,Male,Bachelor's,60k–100k,Rural,USA,2,4
4045,32,Female,High school,100k+,Suburban,India,2,5
4046,76,Male,Master's,30k–60k,Urban,UK,3,1
4047,34,Female,Master's,<30k,Suburban,Other,5,4
4048,38,Female,Master's,60k–100k,Rural,India,3,4
4049,33,Female,Bachelor's,<30k,Suburban,USA,2,4
4050,35,Female,High school,<30k,Urban,India,2,3
4051,72,Male,High school,30k–60k,Suburban,USA,4,3
4052,44,Female,Bachelor's,100k+,Rural,UK,2,3
4053,19,Male,Master's,<30k,Rural,USA,2,2
4054,25,Male,Bachelor's,30k–60k,Urban,Other,4,2
4055,79,Female,Bachelor's,30k–60k,Urban,Brazil,1,5
4056,27,Male,High school,<30k,Rural,Nigeria,2,2
4057,31,Female,Master's,<30k,Urban,UK,4,4
4058,18,Female,Bachelor's,30k–60k,Urban,India,1,2
4059,43,Male,Master's,30k–60k,Urban,Brazil,2,4
4060,36,Male,Bachelor's,30k–60k,Urban,Nigeria,3,5
4061,28,Non-binary,Master's,30k–60k,Suburban,India,3,3
4062,38,Female,Bachelor's,<30k,Urban,USA,4,3
4063,48,Male,High school,60k–100k,Urban,Brazil,4,4
4064,37,Male,Master's,<30k,Urban,India,5,3
4065,53,Female,High school,100k+,Urban,USA,2,2
4066,36,Female,Bachelor's,30k–60k,Urban,Nigeria,1,3
4067,54,Male,Doctorate,30k–60k,Suburban,India,5,5
4068,29,Male,Doctorate,100k+,Urban,USA,4,1
4069,24,Male,Master's,60k–100k,Urban,Canada,5,3
4070,44,Male,Bachelor's,30k–60k,Suburban,India,4,1
4071,52,Male,High school,30k–60k,Urban,Canada,4,4
4072,42,Male,High school,30k–60k,Suburban,Canada,3,5
4073,38,Female,Bachelor's,<30k,Urban,Brazil,5,4
4074,21,Female,Master's,<30k,Suburban,Brazil,3,2
4075,34,Female,Master's,100k+,Suburban,UK,3,2
4076,20,Female,Doctorate,100k+,Urban,USA,4,3
4077,38,Female,Bachelor's,60k–100k,Urban,UK,3,3
4078,19,Non-binary,Bachelor's,<30k,Suburban,Nigeria,4,2
4079,54,Female,Master's,30k–60k,Urban,USA,2,4
4080,24,Male,Bachelor's,60k–100k,Urban,Brazil,2,3
4081,36,Female,Doctorate,<30k,Urban,Brazil,2,2
4082,28,Male,High school,<30k,Urban,USA,1,3
4083,30,Male,Master's,<30k,Suburban,USA,2,1
4084,54,Female,High school,100k+,Urban,Brazil,5,1
4085,26,Female,High school,30k–60k,Urban,USA,5,4
4086,33,Male,Master's,60k–100k,Urban,India,4,4
4087,27,Female,High school,<30k,Rural,UK,3,2
4088,48,Female,Bachelor's,100k+,Urban,India,4,5
4089,27,Male,Master's,60k–100k,Rural,India,4,4
4090,56,Male,Bachelor's,60k–100k,Rural,Nigeria,4,4
4091,36,Male,High school,60k–100k,Suburban,India,3,3
4092,19,Female,Bachelor's,<30k,Urban,India,2,3
4093,27,Female,Bachelor's,<30k,Urban,USA,2,2
4094,34,Female,High school,100k+,Urban,Brazil,1,5
4095,43,Male,High school,<30k,Urban,India,1,4
4096,77,Male,Bachelor's,<30k,Rural,Other,1,4
4097,26,Male,Bachelor's,<30k,Suburban,Canada,3,2
4098,57,Male,High school,<30k,Urban,Brazil,4,1
4099,57,Female,Doctorate,<30k,Urban,India,4,5
4100,19,Female,Master's,30k–60k,Urban,Nigeria,3,2
4101,19,Male,Master's,<30k,Suburban,Nigeria,3,1
4102,59,Male,Bachelor's,100k+,Suburban,Brazil,2,3
4103,50,Male,Doctorate,<30k,Rural,Nigeria,2,2
4104,26,Male,Bachelor's,30k–60k,Rural,India,2,2
4105,20,Male,High school,<30k,Suburban,India,1,3
4106,20,Male,High school,<30k,Rural,India,5,5
4107,22,Male,Master's,60k–100k,Urban,Brazil,3,5
4108,47,Female,Bachelor's,100k+,Rural,USA,4,4
4109,37,Female,High school,<30k,Urban,India,2,3
4110,21,Female,Master's,<30k,Rural,Brazil,5,2
4111,22,Female,Bachelor's,100k+,Urban,India,5,2
4112,30,Male,Doctorate,60k–100k,Rural,India,2,4
4113,33,Female,High school,<30k,Suburban,USA,2,2
4114,28,Male,Bachelor's,<30k,Suburban,Canada,2,2
4115,18,Female,Master's,<30k,Urban,India,3,2
4116,26,Female,High school,30k–60k,Urban,India,1,2
4117,23,Male,High school,100k+,Rural,Brazil,4,3
4118,33,Female,Bachelor's,60k–100k,Rural,Canada,4,3
4119,50,Male,Master's,60k–100k,Urban,Brazil,3,3
4120,19,Female,Bachelor's,<30k,Suburban,India,4,2
4121,59,Male,Bachelor's,100k+,Urban,UK,1,2
4122,34,Male,High school,<30k,Urban,USA,2,2
4123,53,Female,Master's,100k+,Urban,India,4,5
4124,64,Male,High school,30k–60k,Rural,India,1,2
4125,48,Male,High school,100k+,Urban,India,5,3
4126,58,Male,Bachelor's,<30k,Urban,India,5,5
4127,57,Male,Master's,30k–60k,Rural,Nigeria,2,4
4128,66,Female,Bachelor's,60k–100k,Urban,UK,5,4
4129,23,Male,Bachelor's,60k–100k,Urban,USA,4,3
4130,26,Male,Bachelor's,60k–100k,Urban,USA,5,2
4131,34,Male,Master's,100k+,Suburban,Nigeria,5,5
4132,78,Male,Doctorate,<30k,Suburban,USA,3,3
4133,41,Female,Bachelor's,100k+,Suburban,Brazil,1,2
4134,24,Male,Master's,60k–100k,Urban,Nigeria,2,1
4135,24,Male,High school,<30k,Urban,India,2,2
4136,33,Female,Bachelor's,<30k,Urban,India,5,4
4137,73,Female,Bachelor's,100k+,Suburban,USA,4,5
4138,61,Male,Master's,100k+,Suburban,Brazil,3,4
4139,30,Male,High school,30k–60k,Urban,Other,4,1
4140,37,Male,Master's,<30k,Urban,Brazil,1,5
4141,27,Male,Master's,30k–60k,Urban,USA,1,1
4142,31,Male,High school,30k–60k,Suburban,USA,5,2
4143,77,Female,Master's,<30k,Urban,India,3,1
4144,20,Female,Bachelor's,100k+,Rural,UK,2,4
4145,29,Non-binary,Master's,<30k,Urban,India,4,4
4146,24,Female,Bachelor's,100k+,Urban,USA,1,2
4147,18,Non-binary,Master's,60k–100k,Urban,India,4,3
4148,31,Female,Master's,100k+,Urban,Brazil,2,2
4149,76,Male,Bachelor's,30k–60k,Suburban,India,4,5
4150,44,Female,Master's,100k+,Urban,USA,5,4
4151,64,Female,High school,100k+,Urban,India,4,2
4152,27,Male,Bachelor's,<30k,Rural,USA,4,3
4153,30,Female,High school,100k+,Rural,Brazil,2,2
4154,44,Female,High school,<30k,Urban,USA,2,2
4155,21,Male,High school,<30k,Suburban,UK,1,3
4156,22,Male,Bachelor's,100k+,Suburban,UK,2,4
4157,22,Male,High school,60k–100k,Urban,India,1,4
4158,43,Male,High school,30k–60k,Suburban,Canada,5,1
4159,26,Male,High school,60k–100k,Suburban,UK,2,5
4160,30,Female,High school,100k+,Suburban,Nigeria,1,3
4161,27,Male,Bachelor's,60k–100k,Urban,USA,5,2
4162,41,Male,Bachelor's,30k–60k,Urban,USA,1,4
4163,41,Non-binary,High school,100k+,Rural,India,3,3
4164,42,Male,High school,60k–100k,Urban,India,2,2
4165,31,Male,Bachelor's,<30k,Urban,Other,2,2
4166,53,Female,High school,100k+,Rural,India,2,2
4167,19,Female,High school,<30k,Suburban,Other,2,5
4168,28,Female,Master's,<30k,Urban,UK,5,1
4169,22,Male,Master's,100k+,Suburban,Brazil,3,2
4170,23,Male,High school,30k–60k,Urban,USA,5,2
4171,33,Male,High school,<30k,Urban,Brazil,5,3
4172,32,Male,Master's,60k–100k,Urban,Brazil,3,2
4173,28,Female,Bachelor's,<30k,Urban,USA,2,2
4174,53,Male,High school,<30k,Urban,USA,1,2
4175,18,Male,Bachelor's,30k–60k,Suburban,Nigeria,1,4
4176,25,Female,High school,60k–100k,Urban,Nigeria,1,2
4177,49,Female,Master's,<30k,Suburban,USA,3,2
4178,27,Female,High school,100k+,Urban,USA,3,3
4179,48,Female,Master's,60k–100k,Urban,Nigeria,3,3
4180,40,Male,Master's,<30k,Rural,USA,4,2
4181,28,Male,High school,30k–60k,Urban,India,3,2
4182,48,Male,High school,<30k,Urban,UK,5,4
4183,64,Male,Bachelor's,<30k,Urban,India,2,4
4184,27,Female,High school,60k–100k,Rural,Other,3,5
4185,60,Male,High school,100k+,Suburban,Other,4,4
4186,75,Male,Master's,<30k,Suburban,Other,4,4
4187,25,Male,High school,<30k,Rural,Other,2,2
4188,28,Female,Master's,100k+,Urban,Brazil,2,2
4189,38,Female,Master's,100k+,Suburban,India,1,1
4190,28,Female,Bachelor's,60k–100k,Urban,USA,3,3
4191,39,Male,High school,60k–100k,Suburban,India,3,4
4192,35,Female,Bachelor's,30k–60k,Suburban,India,3,2
4193,38,Female,Master's,30k–60k,Urban,USA,2,2
4194,25,Female,Bachelor's,60k–100k,Suburban,Other,2,4
4195,52,Female,Bachelor's,100k+,Suburban,Nigeria,3,3
4196,21,Female,High school,30k–60k,Urban,Nigeria,3,1
4197,59,Female,Bachelor's,100k+,Suburban,Other,3,3
4198,34,Female,Bachelor's,<30k,Rural,USA,3,3
4199,40,Female,Master's,30k–60k,Urban,USA,4,2
4200,41,Female,High school,30k–60k,Urban,Nigeria,5,5
4201,45,Female,Master's,100k+,Rural,Brazil,2,4
4202,68,Male,Bachelor's,60k–100k,Suburban,Nigeria,4,3
4203,69,Male,Bachelor's,<30k,Rural,USA,4,4
4204,24,Male,Bachelor's,30k–60k,Urban,Nigeria,1,4
4205,48,Female,High school,60k–100k,Urban,India,4,5
4206,48,Male,High school,<30k,Suburban,Nigeria,4,5
4207,53,Male,High school,60k–100k,Suburban,Brazil,3,3
4208,33,Male,Master's,100k+,Rural,USA,3,4
4209,74,Female,Master's,100k+,Suburban,USA,3,3
4210,37,Female,High school,30k–60k,Suburban,USA,4,3
4211,25,Male,Bachelor's,60k–100k,Suburban,UK,3,1
4212,22,Female,Master's,60k–100k,Urban,USA,2,1
4213,51,Female,High school,30k–60k,Suburban,India,1,1
4214,48,Male,Bachelor's,30k–60k,Suburban,Nigeria,3,3
4215,75,Male,Master's,30k–60k,Suburban,India,3,4
4216,31,Female,High school,<30k,Suburban,Nigeria,3,5
4217,33,Male,Doctorate,60k–100k,Suburban,India,1,3
4218,50,Male,Bachelor's,100k+,Urban,UK,2,2
4219,41,Female,High school,<30k,Suburban,USA,4,3
4220,39,Male,Bachelor's,30k–60k,Suburban,Canada,3,3
4221,31,Male,Bachelor's,30k–60k,Urban,USA,4,2
4222,63,Male,Master's,<30k,Suburban,USA,4,2
4223,46,Male,High school,60k–100k,Urban,Canada,5,4
4224,28,Male,High school,100k+,Suburban,India,3,3
4225,27,Male,High school,<30k,Urban,Nigeria,2,1
4226,25,Male,Master's,30k–60k,Suburban,India,4,4
4227,36,Male,Bachelor's,<30k,Urban,India,1,4
4228,49,Male,Master's,30k–60k,Urban,India,3,5
4229,57,Female,Bachelor's,100k+,Rural,Nigeria,4,3
4230,45,Male,Master's,60k–100k,Suburban,Brazil,3,2
4231,33,Male,High school,60k–100k,Urban,India,1,4
4232,21,Non-binary,High school,30k–60k,Suburban,India,5,1
4233,25,Non-binary,Bachelor's,<30k,Urban,UK,2,1
4234,26,Female,High school,<30k,Urban,UK,2,3
4235,45,Female,High school,60k–100k,Urban,Brazil,1,2
4236,43,Male,Bachelor's,60k–100k,Suburban,India,1,4
4237,23,Female,Bachelor's,60k–100k,Rural,India,2,1
4238,19,Non-binary,High school,100k+,Rural,Brazil,4,3
4239,23,Female,Master's,30k–60k,Urban,Canada,2,3
4240,40,Female,Bachelor's,100k+,Urban,USA,4,2
4241,21,Female,Bachelor's,<30k,Suburban,USA,4,4
4242,20,Non-binary,Master's,<30k,Urban,Other,3,2
4243,34,Male,Bachelor's,<30k,Suburban,Nigeria,2,2
4244,56,Female,Bachelor's,30k–60k,Suburban,USA,5,4
4245,45,Female,Bachelor's,<30k,Urban,USA,4,3
4246,20,Male,High school,<30k,Suburban,USA,4,4
4247,52,Male,Bachelor's,<30k,Urban,Brazil,5,4
4248,30,Male,High school,<30k,Suburban,Nigeria,2,4
4249,21,Female,Bachelor's,60k–100k,Rural,Brazil,5,3
4250,35,Male,Master's,30k–60k,Urban,India,1,1
4251,37,Male,Master's,30k–60k,Urban,USA,5,2
4252,41,Male,Bachelor's,100k+,Suburban,India,1,4
4253,28,Male,High school,30k–60k,Urban,Canada,4,1
4254,63,Male,Master's,60k–100k,Urban,Other,2,4
4255,57,Male,Bachelor's,<30k,Urban,UK,5,1
4256,28,Male,Master's,30k–60k,Urban,USA,4,3
4257,42,Male,Master's,<30k,Urban,Nigeria,4,5
4258,64,Male,Bachelor's,30k–60k,Urban,Other,4,3
4259,32,Male,Master's,60k–100k,Rural,USA,4,2
4260,45,Female,Bachelor's,60k–100k,Rural,Nigeria,5,4
4261,46,Female,Master's,60k–100k,Rural,Brazil,2,5
4262,63,Male,High school,30k–60k,Urban,India,2,4
4263,61,Female,Bachelor's,60k–100k,Urban,India,5,1
4264,35,Male,Master's,60k–100k,Suburban,Nigeria,1,2
4265,46,Female,Doctorate,<30k,Urban,Other,3,2
4266,43,Male,Bachelor's,30k–60k,Rural,Brazil,3,4
4267,21,Male,Bachelor's,60k–100k,Suburban,India,4,4
4268,21,Female,High school,60k–100k,Urban,USA,4,1
4269,51,Female,High school,30k–60k,Rural,India,2,2
4270,23,Female,Master's,<30k,Rural,Brazil,4,5
4271,23,Female,Master's,30k–60k,Urban,UK,4,5
4272,50,Male,Bachelor's,30k–60k,Suburban,Nigeria,4,4
4273,27,Male,High school,60k–100k,Urban,USA,2,3
4274,29,Male,Bachelor's,30k–60k,Urban,Brazil,2,4
4275,26,Male,High school,<30k,Suburban,Canada,3,5
4276,19,Non-binary,Master's,30k–60k,Urban,Brazil,4,2
4277,23,Female,Bachelor's,60k–100k,Suburban,USA,3,5
4278,51,Female,Bachelor's,<30k,Urban,USA,3,5
4279,31,Female,Bachelor's,<30k,Suburban,USA,3,4
4280,20,Female,Bachelor's,<30k,Suburban,Canada,3,1
4281,21,Female,Bachelor's,30k–60k,Rural,Nigeria,2,3
4282,31,Male,Bachelor's,<30k,Suburban,India,3,1
4283,50,Female,High school,<30k,Urban,India,3,3
4284,70,Male,High school,100k+,Suburban,India,2,5
4285,60,Male,Doctorate,30k–60k,Suburban,India,2,2
4286,32,Female,Bachelor's,<30k,Urban,Brazil,1,3
4287,28,Male,Bachelor's,<30k,Urban,India,1,2
4288,22,Male,Bachelor's,60k–100k,Rural,Brazil,2,2
4289,38,Male,Master's,60k–100k,Suburban,Brazil,2,2
4290,20,Male,High school,<30k,Suburban,Nigeria,1,3
4291,30,Female,Master's,100k+,Suburban,Brazil,5,4
4292,37,Female,Master's,100k+,Urban,Brazil,1,2
4293,33,Female,Bachelor's,100k+,Rural,India,4,4
4294,19,Female,Master's,60k–100k,Rural,India,4,2
4295,30,Female,Bachelor's,<30k,Suburban,Nigeria,4,1
4296,58,Male,Master's,30k–60k,Urban,Brazil,4,4
4297,46,Female,Bachelor's,100k+,Rural,Nigeria,4,4
4298,59,Male,Master's,60k–100k,Urban,Brazil,4,2
4299,62,Female,High school,<30k,Suburban,USA,1,3
4300,50,Male,Bachelor's,100k+,Suburban,Brazil,4,3
4301,27,Female,Bachelor's,<30k,Urban,Brazil,4,3
4302,20,Female,Bachelor's,30k–60k,Suburban,USA,4,5
4303,31,Male,Bachelor's,30k–60k,Rural,UK,2,3
4304,34,Male,Master's,<30k,Urban,India,3,2
4305,42,Female,Master's,<30k,Suburban,India,3,4
4306,30,Male,Bachelor's,<30k,Suburban,Nigeria,5,5
4307,26,Female,Master's,60k–100k,Urban,USA,2,2
4308,43,Female,Master's,<30k,Rural,USA,5,5
4309,74,Male,Master's,100k+,Suburban,India,3,4
4310,59,Female,Doctorate,<30k,Urban,India,4,3
4311,32,Male,Master's,60k–100k,Urban,Nigeria,3,3
4312,20,Female,High school,30k–60k,Suburban,India,2,3
4313,65,Female,High school,<30k,Suburban,UK,3,4
4314,52,Male,Master's,30k–60k,Urban,USA,4,2
4315,39,Male,High school,<30k,Rural,USA,3,5
4316,31,Female,High school,<30k,Urban,Nigeria,1,1
4317,31,Female,High school,<30k,Suburban,Brazil,3,4
4318,28,Female,Bachelor's,30k–60k,Urban,Brazil,1,4
4319,28,Female,Bachelor's,100k+,Rural,Other,5,3
4320,39,Female,Master's,<30k,Suburban,USA,1,4
4321,18,Female,Master's,100k+,Urban,India,3,4
4322,43,Male,Bachelor's,60k–100k,Suburban,Canada,4,2
4323,37,Male,Bachelor's,60k–100k,Suburban,Nigeria,1,4
4324,42,Female,High school,100k+,Suburban,UK,2,5
4325,41,Female,Bachelor's,100k+,Rural,Brazil,5,2
4326,32,Female,High school,60k–100k,Urban,Nigeria,2,3
4327,55,Non-binary,High school,30k–60k,Rural,Other,3,5
4328,42,Female,Bachelor's,<30k,Suburban,Brazil,2,2
4329,40,Male,High school,<30k,Urban,Brazil,2,2
4330,39,Female,Bachelor's,60k–100k,Rural,Brazil,1,3
4331,71,Female,Master's,<30k,Suburban,USA,5,3
4332,33,Female,High school,30k–60k,Urban,UK,3,3
4333,25,Female,High school,<30k,Urban,Brazil,5,4
4334,53,Female,Bachelor's,60k–100k,Urban,India,3,3
4335,33,Male,Master's,100k+,Suburban,USA,3,5
4336,68,Female,Bachelor's,<30k,Urban,UK,4,4
4337,26,Male,High school,100k+,Urban,Nigeria,3,4
4338,32,Female,High school,<30k,Urban,India,3,2
4339,57,Male,Bachelor's,100k+,Rural,India,3,3
4340,43,Male,Master's,60k–100k,Rural,Brazil,4,3
4341,43,Male,High school,60k–100k,Urban,UK,2,5
4342,23,Female,Master's,60k–100k,Suburban,USA,3,3
4343,46,Female,Master's,100k+,Suburban,Brazil,4,5
4344,62,Male,Master's,<30k,Urban,Nigeria,3,3
4345,50,Female,Bachelor's,<30k,Suburban,Brazil,4,2
4346,24,Female,Bachelor's,<30k,Urban,USA,4,2
4347,33,Male,High school,60k–100k,Suburban,Brazil,4,3
4348,39,Male,High school,<30k,Urban,UK,3,1
4349,29,Male,Master's,<30k,Suburban,India,5,3
4350,23,Female,High school,<30k,Urban,Nigeria,2,3
4351,30,Female,Master's,60k–100k,Urban,Brazil,4,5
4352,37,Male,High school,<30k,Urban,Nigeria,2,3
4353,51,Male,Master's,60k–100k,Urban,UK,3,2
4354,23,Male,High school,<30k,Urban,Canada,3,5
4355,25,Male,High school,30k–60k,Urban,India,3,3
4356,41,Female,High school,<30k,Urban,Nigeria,3,4
4357,70,Male,Master's,<30k,Rural,India,2,3
4358,24,Male,Master's,60k–100k,Urban,USA,3,5
4359,41,Female,High school,60k–100k,Urban,Nigeria,4,2
4360,36,Male,Bachelor's,100k+,Suburban,USA,4,2
4361,46,Male,Master's,100k+,Urban,Brazil,3,4
4362,76,Female,High school,<30k,Urban,USA,3,1
4363,46,Female,Bachelor's,100k+,Suburban,India,3,3
4364,34,Female,High school,100k+,Rural,Brazil,4,3
4365,39,Female,Bachelor's,<30k,Suburban,USA,2,4
4366,23,Male,Bachelor's,60k–100k,Rural,Nigeria,1,3
4367,32,Male,Master's,100k+,Urban,Nigeria,4,3
4368,41,Female,Bachelor's,60k–100k,Suburban,USA,2,2
4369,41,Female,Master's,<30k,Urban,USA,2,2
4370,52,Female,Bachelor's,100k+,Urban,Brazil,5,4
4371,24,Male,Bachelor's,100k+,Rural,Brazil,3,1
4372,22,Female,Master's,100k+,Suburban,Nigeria,2,2
4373,39,Male,High school,60k–100k,Urban,India,1,4
4374,29,Female,High school,<30k,Rural,Brazil,4,4
4375,28,Female,Master's,<30k,Urban,India,3,3
4376,53,Male,High school,<30k,Urban,UK,2,1
4377,29,Female,Bachelor's,100k+,Rural,UK,2,4
4378,18,Male,High school,60k–100k,Rural,Nigeria,4,5
4379,30,Female,High school,30k–60k,Urban,Brazil,5,5
4380,22,Male,Master's,<30k,Rural,Brazil,1,3
4381,32,Male,Doctorate,30k–60k,Urban,Brazil,3,4
4382,18,Female,Master's,<30k,Rural,USA,3,2
4383,26,Female,High school,30k–60k,Urban,Nigeria,1,2
4384,25,Female,High school,<30k,Urban,Nigeria,2,4
4385,37,Female,Master's,<30k,Rural,India,2,5
4386,76,Male,Bachelor's,100k+,Urban,Brazil,4,4
4387,31,Male,Bachelor's,<30k,Suburban,USA,4,3
4388,33,Male,Master's,<30k,Urban,Canada,3,1
4389,41,Male,High school,100k+,Suburban,Nigeria,3,3
4390,32,Female,Bachelor's,60k–100k,Rural,India,4,3
4391,28,Female,Master's,<30k,Rural,India,2,4
4392,41,Female,Master's,60k–100k,Suburban,Nigeria,4,4
4393,25,Female,Doctorate,<30k,Urban,Canada,3,4
4394,60,Female,Doctorate,30k–60k,Suburban,India,4,3
4395,40,Male,Bachelor's,<30k,Urban,USA,3,3
4396,23,Female,High school,100k+,Urban,Nigeria,4,1
4397,26,Male,Bachelor's,30k–60k,Rural,UK,2,2
4398,37,Male,Bachelor's,100k+,Suburban,USA,4,4
4399,31,Male,Bachelor's,30k–60k,Suburban,USA,3,3
4400,22,Male,High school,30k–60k,Urban,Nigeria,1,3
4401,32,Female,Master's,<30k,Suburban,India,2,3
4402,23,Female,High school,<30k,Urban,Nigeria,5,3
4403,50,Male,High school,<30k,Rural,India,5,3
4404,21,Female,Master's,60k–100k,Suburban,India,3,3
4405,26,Female,High school,<30k,Suburban,India,2,1
4406,27,Male,Bachelor's,60k–100k,Suburban,USA,2,4
4407,29,Female,High school,60k–100k,Urban,UK,2,4
4408,27,Male,Master's,<30k,Rural,Nigeria,2,5
4409,26,Female,Master's,<30k,Urban,UK,3,3
4410,75,Female,Master's,30k–60k,Urban,Nigeria,4,1
4411,18,Female,High school,60k–100k,Suburban,Nigeria,4,5
4412,39,Female,Master's,30k–60k,Urban,USA,3,2
4413,42,Non-binary,Master's,100k+,Urban,USA,3,3
4414,23,Female,Bachelor's,30k–60k,Urban,USA,2,5
4415,32,Female,Master's,100k+,Rural,Nigeria,3,4
4416,24,Male,Bachelor's,100k+,Suburban,Canada,2,3
4417,19,Male,Bachelor's,30k–60k,Suburban,Nigeria,4,4
4418,26,Male,Doctorate,30k–60k,Rural,UK,5,3
4419,73,Female,Bachelor's,<30k,Suburban,India,5,1
4420,28,Female,High school,100k+,Urban,Canada,4,4
4421,20,Female,Bachelor's,<30k,Suburban,India,5,3
4422,64,Female,Master's,60k–100k,Urban,USA,4,4
4423,43,Female,Bachelor's,30k–60k,Rural,India,2,4
4424,38,Female,High school,60k–100k,Urban,Nigeria,3,3
4425,73,Female,Master's,100k+,Urban,Nigeria,2,3
4426,19,Female,High school,<30k,Urban,India,3,1
4427,50,Male,High school,30k–60k,Urban,Nigeria,2,2
4428,33,Male,High school,30k–60k,Urban,USA,3,4
4429,30,Male,Bachelor's,60k–100k,Urban,Brazil,5,4
4430,38,Female,Doctorate,<30k,Urban,Nigeria,3,3
4431,22,Female,Bachelor's,100k+,Urban,India,4,3
4432,43,Female,Master's,<30k,Urban,Canada,5,2
4433,43,Female,Bachelor's,<30k,Urban,USA,3,4
4434,33,Male,Master's,100k+,Urban,India,2,3
4435,29,Male,High school,100k+,Suburban,UK,2,4
4436,33,Female,High school,100k+,Urban,Brazil,4,2
4437,20,Male,Master's,100k+,Suburban,USA,4,4
4438,46,Female,Master's,30k–60k,Urban,Nigeria,3,3
4439,38,Female,High school,30k–60k,Rural,Other,5,2
4440,57,Female,Bachelor's,30k–60k,Suburban,India,3,1
4441,40,Female,Bachelor's,30k–60k,Urban,India,5,5
4442,29,Female,Master's,60k–100k,Suburban,Brazil,5,1
4443,46,Male,Bachelor's,60k–100k,Urban,India,3,4
4444,56,Female,Bachelor's,100k+,Rural,Nigeria,2,1
4445,27,Female,Bachelor's,60k–100k,Urban,UK,3,3
4446,21,Female,Master's,100k+,Suburban,Nigeria,3,3
4447,22,Female,Master's,30k–60k,Rural,Other,5,5
4448,37,Male,High school,60k–100k,Urban,USA,3,1
4449,27,Male,High school,100k+,Urban,UK,2,3
4450,33,Male,High school,30k–60k,Rural,India,5,1
4451,18,Female,Bachelor's,60k–100k,Urban,UK,3,3
4452,34,Female,High school,<30k,Suburban,UK,2,4
4453,31,Female,Bachelor's,60k–100k,Suburban,USA,5,1
4454,22,Male,High school,100k+,Suburban,India,3,5
4455,50,Female,High school,<30k,Urban,Brazil,3,1
4456,28,Female,Bachelor's,100k+,Suburban,India,2,2
4457,30,Male,Master's,100k+,Rural,India,2,3
4458,26,Female,High school,<30k,Rural,Other,5,3
4459,32,Male,Master's,<30k,Urban,Nigeria,4,2
4460,28,Female,Master's,100k+,Urban,Brazil,4,4
4461,33,Male,Bachelor's,60k–100k,Urban,Brazil,2,3
4462,38,Female,Doctorate,60k–100k,Rural,Brazil,1,4
4463,64,Female,High school,30k–60k,Suburban,Other,3,3
4464,19,Male,Doctorate,30k–60k,Urban,USA,2,3
4465,40,Male,Bachelor's,<30k,Rural,UK,4,2
4466,62,Female,High school,100k+,Suburban,USA,4,3
4467,43,Male,Doctorate,100k+,Suburban,Nigeria,2,4
4468,39,Male,High school,<30k,Rural,India,1,4
4469,56,Non-binary,Doctorate,100k+,Urban,Nigeria,2,4
4470,36,Female,Bachelor's,100k+,Urban,USA,2,5
4471,31,Male,Master's,100k+,Suburban,Nigeria,4,5
4472,39,Female,Master's,<30k,Rural,Other,4,4
4473,24,Female,High school,30k–60k,Suburban,UK,4,3
4474,27,Male,Master's,<30k,Urban,USA,4,3
4475,57,Female,Bachelor's,<30k,Urban,India,3,4
4476,21,Male,Master's,60k–100k,Urban,Brazil,2,2
4477,53,Male,High school,30k–60k,Urban,Nigeria,3,3
4478,51,Male,High school,30k–60k,Suburban,Canada,4,3
4479,45,Female,High school,<30k,Rural,India,4,2
4480,37,Female,Master's,<30k,Rural,UK,4,3
4481,45,Male,Master's,60k–100k,Urban,USA,4,2
4482,46,Male,Master's,<30k,Suburban,Other,4,5
4483,64,Female,Bachelor's,<30k,Suburban,Brazil,3,2
4484,34,Male,Bachelor's,<30k,Rural,USA,3,2
4485,23,Female,Master's,60k–100k,Urban,India,5,4
4486,32,Female,High school,100k+,Urban,India,2,4
4487,24,Female,Master's,100k+,Urban,Nigeria,5,1
4488,32,Male,Bachelor's,30k–60k,Suburban,India,3,2
4489,24,Female,Bachelor's,60k–100k,Rural,Nigeria,4,2
